Num,Reviews
893,Great phone Great performance fully satisfied with the productREAD MORE
894,Awesome ?ëå?ëåREAD MORE
895,It's too powerful to use. The only problem is its size and its battery. But I should tell you that if you are going to buy this phone for gaming purpose you should buy oneplus Nord. As it has the same price and a bigger battery and a display too. This phone heats too much when you play game. You dont get a night mode in the camera but if you focus on an item and then increase the exposure you will get satisfactory photo in night. Taking about the battery I you need to charge the phone 2 times...READ MORE
896,Awesome phone but this bettery is not Good But Love this iphoneREAD MORE
897,"I like everything except one thing.On flipkart site they have mentioned Country of origin is India, but on Box they have mentioned Country of Origin in China.Why this wrong information you have shown on your website?READ MORE"
898,Its small in size have big bezels  still can compete with those having 8 gb ram and octa core processor with 720 gpu mobiles happy with its 12 megapixels back and 7 mega pixels camera wheras other phone gives 48 megapixes still cant beat an iphone se camera and processing powerThanks to apple team for their harwork and also flipkart for such a nice product home delivery in lockdown.READ MORE
899,Defective piceREAD MORE
900,I m alwys a iphone user ..Bt when iphone se has launch everyone was telling if we buy iphone se it was loss of money..aftr xperiencing the uses i m totally satisfied with dis phone great color supreb cmera build quality..battery is silghtly less bt overall experience goodREAD MORE
901,"I have just switched from android to iOS. I am in love with this phone ?òç super cute, Handy, and camera is just wow ?ëå battery is not so bad I have been using from 2 days. Not found so much issue. If you use it 24 hrs in game and videos it will be obvious that it will be drain rapidly. I am satisfied. ?§Ô∏èREAD MORE"
902,Battery backup is worst I have to charge thrice a day ..READ MORE
903,Battery backup is worst..READ MORE
904,"I you were using full-display earlier, this would look outdated, the problem with smaller screen is the typing. With smaller screen you wan't get enough are to type, and bezels looks pretty bad.READ MORE"
905,"One of the worst mobile phones I have ever used. May be inferior handsets are sold in India. One of my colleagues had also had bad experience. Even if your hand is lightly sweaty fingerprint unlock would not work. Many more clicks for simple tasks. Suddenly turns unresponsive. Migration is a headache. Unless you are in the bubble of Apple with all I prefixed products, you would have headache everyday due to compatibility issues with everything outside the bubble (eg. Windows). Battery chargin...READ MORE"
906,Pros..1.Quite decent look2.camera is something which gives you marvellous imagecons...1.Battery back up is very low..2. screen size is too small.overall it is a bad choice for those who are thinking to purchase because of its low price. Go for iPhone 11. Don't waste your money on it.READ MORE
907,Best phone in its price range.READ MORE
908,"Worst ever product from iPhone, average camera,  worst battery back up need to charge the phone twice in a day of you gets more than 30 calls in a day, no value for money...not worth buying it....READ MORE"
909,"The product was faulty even before using it for one month. Please refrain from buying this product.  Regreting the purchase. Most disappointing thing is that, for getting the service done we need to wait for one or two months and that too they are not sue wheter the product will get replaced or repaired.Being a product from apple, we dont expect such issues which will affect the people who use the product for daily purposes.My recomendations will be buy iphone 7 or 8 and SE dosent make an...READ MORE"
910,WORST phone ever...... hardly 2-3 hour battery life.....no HD display..... WASTE OF MONEY....READ MORE
911,best cameraREAD MORE
912,"Battery strength is very bad... Hardly its working 12hrs after 100% charged, with very basic uses of phone.thinking to return it.READ MORE"
913,Just go for it...Best in the segment.Heavy performance at this price segment .Pro?ôs-Compact design SlimEasy to handleGreat cameraDecent batteryFast working Good display Cons;;;;Camera not upto mark in low light Not suitable for gamers Small displayREAD MORE
914,"Have been using the phone for a few months now. As such phone is fine and camera is good, however there is serious issue with iPhone se 2020 regarding connecting to wi-fi, which I was not aware of before purchasing. All devices in my home connect well to wi-fi but this phone rarely detects wi-fi signal and is always on 4g. I have now found on blogs that this issue is faced by many users and have complained to Apple as well. So far no solution from Apple. Writing this comment so that other use...READ MORE"
915,Very disappointed on HeadphonesREAD MORE
916,The best budgeted iPhone till now but the battery is too bad where I need to charge 2 times in 24hrs. If ur a heavy mobile users I would not recommend this or carry ur power bank all time with uREAD MORE
917,Data cable and charger cable not working at allREAD MORE
918,"This is a good looking, compact phone with amazing performance. The major drawback of this phone is the battery. It takes hours and hours for the phone to get fully charged and the battery drains out very very quickly. You will have a carry a wireless charger wherever you go with this phone.READ MORE"
919,Excellent camera Processor is awesome ?òéREAD MORE
920,Don't go for this product battery is very bad.If you do face time within 30 to 45 min battery will drain.READ MORE
921,Awesome Good oneREAD MORE
922,The worst battery life  of any smart phone that too apple to be specific.Is total a piece of waste.If your are expecting that this phone's battery can cover ur office time with some buffer  time is totally a myth.READ MORE
923,"Everything in the iPhone SE 2020 is what you would expect from an Apple brand EXCEPT THE BATTERY. EXTREMELY POOR BATTERY WHICH DOES NOT LAST FOR 10 HRS AT NORMAL USAGE . For e.g. A SINGLE WATSAPP CALL FOR 30 MINS DRAINS THE BATTERY BY 30% !!!!! Its like purchasing a very good car but with very bad tires.Would not recommend to buy this phone. Rather go for iPhone X, iPhone 11 or wait for iPhone 12READ MORE"
924,Very bad  battery  discharge within 3 hours and 3times fully charge require in 14 hours. Do not buy otherwise flipkart do not give replavement or refund. fully wastage of money do not buy . and replacement is rejected  due to techician wrong report is g given to flipkart kindly replace itREAD MORE
925,"I am sharing my experience after using this phone for almost 1 year. The phone is good, but the battery is horrible. The charge stays a maximum of 5-6 hours.READ MORE"
926,NiceREAD MORE
927,"I am using it for almost 2 weeks..awesome in this price..every aspect is good..battery backup is also good not sure why battery rating in flipkart is so less..I am also a Youtuber, from that aspect this is also very worthy..overall a very good product.READ MORE"
